impression_id,campaign_id,listener_id,track_id,treatment_group,genre_match,streamed,skipped,saved,followed_artist,repeat_stream,playlist_add,returned_7d,returned_14d,returned_30d,country,age,age_group,subscription_type,preferred_genre,historical_stream_count,listener_activity,track_name,track_genre,popularity_score,artist_name,monthly_listeners,follower_count,campaign_budget,start_date,end_date
990,1,4583,204,treatment,0,0,0,0,0,0,0,0,0,0,UK,29,25-34,premium,Hip-Hop,147,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
989,1,3715,204,control,0,0,0,0,0,0,0,0,0,0,Germany,26,25-34,premium,R&B,408,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
988,1,5341,204,control,0,0,0,0,0,0,0,0,0,0,Germany,43,35-44,premium,Hip-Hop,51,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
987,1,8431,204,control,0,0,0,0,0,0,0,0,0,0,Brazil,40,35-44,premium,Indie,68,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
986,1,1741,204,treatment,1,0,0,0,0,0,0,0,0,0,Brazil,41,35-44,premium,Country,133,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
985,1,7108,204,treatment,0,0,0,0,0,0,0,0,0,0,Canada,41,35-44,free,Pop,127,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
984,1,7224,204,treatment,1,0,0,0,0,0,0,0,0,0,Germany,42,35-44,premium,Country,3353,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
983,1,690,204,control,0,0,0,0,0,0,0,0,0,0,UK,47,45+,premium,Pop,231,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
982,1,8516,204,control,0,0,0,0,0,0,0,0,0,0,UK,26,25-34,premium,R&B,187,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
981,1,4478,204,treatment,1,0,0,0,0,0,0,0,0,0,UK,30,25-34,premium,Country,316,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
980,1,6296,204,treatment,0,0,0,0,0,0,0,0,0,0,Germany,53,45+,premium,Pop,292,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
979,1,1805,204,treatment,1,0,0,0,0,0,0,0,0,0,South Korea,23,18-24,free,Country,24,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
978,1,4039,204,treatment,0,0,0,0,0,0,0,0,0,0,Brazil,23,18-24,free,Pop,145,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
977,1,2134,204,treatment,0,0,0,0,0,0,0,0,0,0,UK,23,18-24,free,R&B,268,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
976,1,3689,204,control,1,0,0,0,0,0,0,0,0,0,Canada,35,35-44,free,Country,531,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
975,1,3290,204,control,0,0,0,0,0,0,0,0,0,0,UK,22,18-24,free,Pop,111,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
974,1,640,204,control,1,1,0,0,1,0,0,0,1,0,Germany,55,45+,premium,Country,40,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
973,1,6161,204,control,0,1,1,0,0,0,0,0,0,0,US,32,25-34,free,Electronic,171,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
972,1,6254,204,treatment,1,1,0,0,0,0,0,0,1,0,Germany,47,45+,premium,Country,200,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
971,1,8054,204,control,0,0,0,0,0,0,0,0,0,0,Mexico,40,35-44,premium,Indie,90,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
970,1,9490,204,control,0,1,0,0,0,0,0,0,0,1,South Korea,39,35-44,premium,K-Pop,194,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
969,1,6002,204,treatment,1,1,0,0,0,1,0,1,0,0,UK,46,45+,premium,Country,78,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
968,1,9955,204,treatment,0,1,1,0,0,0,0,0,0,0,US,20,18-24,premium,Pop,191,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
967,1,9869,204,control,0,1,0,0,0,0,0,1,0,0,Mexico,45,45+,free,Rock,216,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
966,1,1736,204,treatment,0,1,0,1,1,1,0,0,1,0,Brazil,39,35-44,premium,Rock,29,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
965,1,4321,204,control,0,1,1,0,0,0,0,0,0,0,South Korea,53,45+,free,Rock,145,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
964,1,6293,204,treatment,0,1,0,1,0,0,0,0,0,1,Mexico,23,18-24,free,R&B,246,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
963,1,1609,204,treatment,0,0,0,0,0,0,0,0,0,0,Mexico,36,35-44,free,Pop,205,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
962,1,2568,204,control,0,0,0,0,0,0,0,0,0,0,UK,20,18-24,premium,Hip-Hop,284,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
961,1,4248,204,control,0,0,0,0,0,0,0,0,0,0,Brazil,43,35-44,free,Indie,1334,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
960,1,729,204,treatment,0,1,0,0,0,0,0,0,0,0,South Korea,50,45+,free,Electronic,86,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
959,1,1061,204,treatment,0,0,0,0,0,0,0,0,0,0,Japan,42,35-44,premium,R&B,321,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
958,1,458,204,control,0,0,0,0,0,0,0,0,0,0,Germany,35,35-44,premium,R&B,52,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
957,1,3797,204,treatment,0,0,0,0,0,0,0,0,0,0,Brazil,34,25-34,free,Rock,125,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
956,1,912,204,control,0,0,0,0,0,0,0,0,0,0,UK,37,35-44,premium,R&B,184,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
955,1,4632,204,control,0,1,1,0,0,0,0,0,1,0,South Korea,34,25-34,free,Rock,86,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
954,1,4187,204,treatment,0,1,0,0,0,1,0,1,1,0,Japan,36,35-44,premium,R&B,1554,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
953,1,8030,204,treatment,0,0,0,0,0,0,0,0,0,0,Mexico,40,35-44,premium,R&B,161,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
952,1,1164,204,control,0,0,0,0,0,0,0,0,0,0,US,26,25-34,free,Pop,28,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
951,1,7161,204,treatment,1,1,1,0,0,0,0,1,0,0,US,52,45+,free,Country,194,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
950,1,8807,204,treatment,0,0,0,0,0,0,0,0,0,0,US,39,35-44,premium,R&B,62,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
949,1,7015,204,treatment,0,0,0,0,0,0,0,0,0,0,Canada,33,25-34,free,R&B,108,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
948,1,1123,204,control,1,0,0,0,0,0,0,0,0,0,South Korea,33,25-34,free,Country,281,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
947,1,5331,204,control,0,1,0,0,0,0,0,0,0,1,Canada,23,18-24,free,Electronic,86,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
946,1,6304,204,control,0,0,0,0,0,0,0,0,0,0,US,22,18-24,premium,Rock,458,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
945,1,392,204,control,0,0,0,0,0,0,0,0,0,0,Japan,22,18-24,premium,Indie,242,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
944,1,726,204,control,0,0,0,0,0,0,0,0,0,0,UK,23,18-24,free,Electronic,123,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
943,1,947,204,treatment,0,0,0,0,0,0,0,0,0,0,US,39,35-44,premium,Rock,32,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
942,1,8136,204,treatment,0,0,0,0,0,0,0,0,0,0,Japan,25,25-34,free,K-Pop,131,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
941,1,5077,204,control,0,0,0,0,0,0,0,0,0,0,Brazil,48,45+,premium,Hip-Hop,154,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
940,1,924,204,treatment,0,1,0,0,0,1,0,1,0,0,South Korea,55,45+,premium,Rock,73,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
939,1,8357,204,treatment,1,0,0,0,0,0,0,0,0,0,Germany,24,18-24,premium,Country,140,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
938,1,1724,204,control,0,0,0,0,0,0,0,0,0,0,South Korea,45,45+,free,Indie,274,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
937,1,8063,204,treatment,0,0,0,0,0,0,0,0,0,0,Canada,23,18-24,premium,K-Pop,33,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
936,1,7474,204,control,0,1,0,0,0,0,0,0,0,1,Japan,25,25-34,free,Indie,530,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
935,1,6455,204,control,0,0,0,0,0,0,0,0,0,0,Germany,36,35-44,premium,Indie,32,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
934,1,9621,204,treatment,0,0,0,0,0,0,0,0,0,0,Mexico,23,18-24,premium,Pop,213,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
933,1,7544,204,control,0,0,0,0,0,0,0,0,0,0,Canada,33,25-34,premium,Pop,571,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
932,1,1931,204,control,0,0,0,0,0,0,0,0,0,0,US,55,45+,free,Electronic,43,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
931,1,6917,204,treatment,0,1,0,0,0,0,0,1,0,0,Brazil,47,45+,premium,R&B,49,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
930,1,4081,204,treatment,0,1,1,0,0,0,0,0,0,1,Mexico,19,18-24,free,R&B,279,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
929,1,9102,204,control,0,0,0,0,0,0,0,0,0,0,UK,36,35-44,free,Indie,412,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
928,1,1184,204,control,0,0,0,0,0,0,0,0,0,0,US,20,18-24,premium,Pop,30,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
927,1,9357,204,treatment,0,0,0,0,0,0,0,0,0,0,South Korea,36,35-44,free,Indie,287,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
926,1,1523,204,treatment,0,0,0,0,0,0,0,0,0,0,Germany,19,18-24,free,K-Pop,118,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
925,1,8929,204,treatment,1,0,0,0,0,0,0,0,0,0,Mexico,53,45+,premium,Country,54,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
924,1,9230,204,treatment,0,0,0,0,0,0,0,0,0,0,South Korea,45,45+,free,Pop,151,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
923,1,779,204,treatment,0,0,0,0,0,0,0,0,0,0,Brazil,19,18-24,free,Hip-Hop,137,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
922,1,147,204,control,0,1,0,0,0,0,0,1,0,0,Mexico,33,25-34,premium,Hip-Hop,43,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
921,1,9735,204,control,1,0,0,0,0,0,0,0,0,0,South Korea,45,45+,free,Country,576,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
920,1,2821,204,control,1,0,0,0,0,0,0,0,0,0,Canada,52,45+,premium,Country,112,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
919,1,4614,204,control,0,0,0,0,0,0,0,0,0,0,South Korea,20,18-24,free,Indie,88,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
918,1,6196,204,control,0,0,0,0,0,0,0,0,0,0,US,18,18-24,premium,Rock,127,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
917,1,2040,204,treatment,1,0,0,0,0,0,0,0,0,0,South Korea,50,45+,premium,Country,25,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
916,1,1012,204,treatment,0,0,0,0,0,0,0,0,0,0,Brazil,31,25-34,free,Rock,180,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
915,1,6647,204,control,0,0,0,0,0,0,0,0,0,0,South Korea,19,18-24,free,Rock,257,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
914,1,4870,204,control,0,1,0,0,0,0,0,0,0,0,Brazil,35,35-44,premium,K-Pop,88,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
913,1,510,204,treatment,0,0,0,0,0,0,0,0,0,0,South Korea,32,25-34,free,Indie,64,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
912,1,4512,204,control,0,0,0,0,0,0,0,0,0,0,Mexico,37,35-44,premium,Indie,427,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
911,1,6412,204,treatment,0,0,0,0,0,0,0,0,0,0,Japan,40,35-44,free,Hip-Hop,134,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
910,1,4739,204,control,1,0,0,0,0,0,0,0,0,0,Mexico,52,45+,free,Country,37,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
909,1,1301,204,treatment,0,0,0,0,0,0,0,0,0,0,Brazil,54,45+,premium,Indie,76,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
908,1,6346,204,treatment,0,1,0,0,0,0,0,1,0,0,UK,40,35-44,premium,Rock,160,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
907,1,4179,204,treatment,0,0,0,0,0,0,0,0,0,0,Brazil,43,35-44,free,Hip-Hop,909,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
906,1,6900,204,control,0,1,0,1,0,0,1,0,0,0,US,22,18-24,premium,Indie,33,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
905,1,9982,204,treatment,0,0,0,0,0,0,0,0,0,0,Japan,38,35-44,premium,Hip-Hop,89,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
904,1,7826,204,treatment,1,0,0,0,0,0,0,0,0,0,UK,18,18-24,premium,Country,476,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
903,1,3898,204,treatment,0,0,0,0,0,0,0,0,0,0,Mexico,19,18-24,premium,Rock,302,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
902,1,6205,204,treatment,1,1,0,0,0,0,1,1,0,1,Canada,32,25-34,premium,Country,46,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
901,1,80,204,control,0,0,0,0,0,0,0,0,0,0,South Korea,26,25-34,free,Indie,20,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
900,1,5198,204,treatment,0,0,0,0,0,0,0,0,0,0,South Korea,55,45+,free,Rock,105,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
899,1,6369,204,treatment,0,0,0,0,0,0,0,0,0,0,US,25,25-34,premium,Pop,65,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
898,1,3825,204,control,0,0,0,0,0,0,0,0,0,0,Brazil,20,18-24,free,R&B,75,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
897,1,5756,204,treatment,1,0,0,0,0,0,0,0,0,0,US,26,25-34,premium,Country,52,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
896,1,4669,204,treatment,0,0,0,0,0,0,0,0,0,0,Mexico,28,25-34,free,Rock,63,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
895,1,1463,204,control,0,0,0,0,0,0,0,0,0,0,US,45,45+,free,K-Pop,120,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
894,1,9087,204,control,0,0,0,0,0,0,0,0,0,0,Japan,32,25-34,free,Electronic,1136,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
893,1,7852,204,treatment,0,1,0,0,0,0,1,1,0,0,Brazil,31,25-34,free,K-Pop,109,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
892,1,9378,204,treatment,0,0,0,0,0,0,0,0,0,0,Canada,34,25-34,premium,K-Pop,503,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
891,1,1590,204,treatment,0,0,0,0,0,0,0,0,0,0,UK,32,25-34,premium,K-Pop,161,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
890,1,216,204,control,0,0,0,0,0,0,0,0,0,0,US,27,25-34,premium,Rock,317,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
889,1,438,204,control,0,0,0,0,0,0,0,0,0,0,Germany,41,35-44,premium,Hip-Hop,37,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
888,1,9203,204,control,0,0,0,0,0,0,0,0,0,0,Japan,42,35-44,free,Indie,90,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
887,1,1601,204,control,0,0,0,0,0,0,0,0,0,0,US,45,45+,premium,Hip-Hop,123,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
886,1,1006,204,control,0,0,0,0,0,0,0,0,0,0,Brazil,55,45+,premium,Rock,219,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
885,1,3991,204,treatment,0,0,0,0,0,0,0,0,0,0,South Korea,28,25-34,premium,Rock,27,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
884,1,5719,204,control,1,0,0,0,0,0,0,0,0,0,UK,38,35-44,premium,Country,258,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
883,1,9076,204,treatment,0,0,0,0,0,0,0,0,0,0,Mexico,43,35-44,premium,R&B,694,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
882,1,2238,204,control,0,1,0,1,0,0,0,0,0,0,Canada,35,35-44,premium,Rock,57,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
881,1,2721,204,treatment,0,0,0,0,0,0,0,0,0,0,Mexico,26,25-34,premium,Pop,1047,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
880,1,4323,204,treatment,0,0,0,0,0,0,0,0,0,0,Canada,42,35-44,premium,Pop,502,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
879,1,5962,204,control,0,0,0,0,0,0,0,0,0,0,Japan,49,45+,premium,Rock,1218,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
878,1,8365,204,treatment,0,0,0,0,0,0,0,0,0,0,Japan,20,18-24,free,Electronic,356,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
877,1,6215,204,control,0,0,0,0,0,0,0,0,0,0,Japan,31,25-34,free,Electronic,60,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
876,1,6121,204,treatment,0,0,0,0,0,0,0,0,0,0,Mexico,43,35-44,premium,K-Pop,132,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
875,1,2398,204,treatment,1,1,0,1,0,0,1,1,0,0,South Korea,38,35-44,premium,Country,54,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
874,1,1289,204,control,0,0,0,0,0,0,0,0,0,0,Japan,29,25-34,premium,R&B,49,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
873,1,210,204,control,0,1,0,0,0,0,1,0,0,1,Japan,38,35-44,premium,R&B,6993,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
872,1,9221,204,treatment,0,0,0,0,0,0,0,0,0,0,Germany,32,25-34,premium,Hip-Hop,197,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
871,1,2794,204,treatment,0,0,0,0,0,0,0,0,0,0,South Korea,20,18-24,premium,Electronic,58,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
870,1,1074,204,control,0,0,0,0,0,0,0,0,0,0,Japan,41,35-44,premium,K-Pop,41,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
869,1,965,204,control,0,0,0,0,0,0,0,0,0,0,US,23,18-24,free,Rock,135,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
868,1,6116,204,control,0,0,0,0,0,0,0,0,0,0,Japan,31,25-34,premium,Pop,52,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
867,1,914,204,control,0,0,0,0,0,0,0,0,0,0,Germany,47,45+,free,K-Pop,718,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
866,1,2712,204,treatment,0,0,0,0,0,0,0,0,0,0,UK,40,35-44,premium,Rock,687,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
865,1,9001,204,control,0,0,0,0,0,0,0,0,0,0,Canada,23,18-24,free,Electronic,319,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
864,1,955,204,treatment,0,0,0,0,0,0,0,0,0,0,UK,40,35-44,premium,R&B,136,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
863,1,7531,204,treatment,0,0,0,0,0,0,0,0,0,0,US,19,18-24,premium,Hip-Hop,523,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
862,1,1541,204,control,0,0,0,0,0,0,0,0,0,0,UK,36,35-44,premium,K-Pop,144,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
861,1,4967,204,control,0,1,0,1,0,0,0,1,0,0,UK,42,35-44,free,K-Pop,58,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
860,1,5931,204,control,0,0,0,0,0,0,0,0,0,0,UK,33,25-34,free,Pop,56,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
859,1,6913,204,control,0,0,0,0,0,0,0,0,0,0,Japan,37,35-44,free,R&B,74,Light,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
858,1,4142,204,treatment,1,0,0,0,0,0,0,0,0,0,Brazil,45,45+,premium,Country,763,Heavy,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
857,1,7173,204,treatment,0,0,0,0,0,0,0,0,0,0,South Korea,38,35-44,free,Indie,125,Medium,Track 204,Country,64,Artist 21,1770983,508564,2507,2026-06-24,2026-07-08
